-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2018 through 09/30/2018 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2018,7,1,3.51,33.69,35.73,18.19,55.38,0.39,97.22
2018,7,2,3.3,34.09,34.9,19.29,56.81,14.43,96.98
2018,7,3,2.27,33.3,35.05,18.25,56.25,2.93,97.0
2018,7,4,2.53,32.9,34.65,18.49,58.19,1.4,97.07
2018,7,5,1.27,33.31,34.9,17.88,55.5,8.28,97.21
2018,7,6,2.2,33.55,35.36,15.56,49.06,0.0,97.24
2018,7,7,1.88,34.29,36.07,15.14,45.44,0.0,97.14
2018,7,8,1.8,35.3,36.76,14.83,42.38,0.0,97.05
2018,7,9,1.38,36.05,38.33,16.3,44.06,0.0,97.01
2018,7,10,1.79,35.48,37.98,18.13,50.88,0.11,97.05
2018,7,11,1.88,34.07,35.49,18.37,54.38,6.61,97.01
2018,7,12,1.66,33.54,35.49,19.41,59.75,5.27,96.96
2018,7,13,1.55,30.15,30.85,20.69,74.88,20.41,97.1
2018,7,14,1.1,29.59,30.57,20.63,77.38,15.74,97.09
2018,7,15,1.75,30.42,31.22,20.45,73.5,1.89,97.07
2018,7,16,1.72,30.94,31.08,21.18,73.62,18.56,97.13
2018,7,17,1.77,32.48,34.04,19.71,64.31,2.76,97.13
2018,7,18,1.71,33.37,35.18,18.31,57.38,0.35,97.21
2018,7,19,1.25,32.41,33.83,20.02,64.88,4.4,97.19
2018,7,20,1.29,30.83,31.2,20.57,71.81,13.17,97.13
2018,7,21,1.1,30.54,31.3,21.0,74.81,14.41,97.13
2018,7,22,1.69,28.6,28.69,21.73,86.0,29.7,97.22
2018,7,23,1.64,29.89,30.76,20.81,77.44,7.68,97.19
2018,7,24,1.23,30.98,31.71,20.94,73.0,17.45,97.26
2018,7,25,1.26,30.46,30.87,21.91,78.56,12.14,97.18
2018,7,26,1.64,27.8,27.82,20.75,86.06,41.01,97.23
2018,7,27,1.4,27.76,27.87,20.87,86.56,54.69,97.16
2018,7,28,2.03,28.89,29.0,20.75,81.38,11.01,97.21
2018,7,29,2.3,29.37,29.34,20.02,77.0,7.02,97.24
2018,7,30,2.28,29.34,29.3,20.2,77.0,5.0,97.21
2018,7,31,2.52,30.05,29.74,19.29,71.69,2.21,97.14
2018,8,1,2.56,29.32,29.23,18.92,73.12,0.92,97.18
2018,8,2,2.77,29.44,29.3,18.8,72.0,0.38,97.31
2018,8,3,2.76,29.28,29.1,17.94,69.69,0.14,97.36
2018,8,4,2.35,28.68,28.39,18.13,72.44,0.29,97.32
2018,8,5,2.29,28.1,27.82,18.8,77.19,2.41,97.33
2018,8,6,0.8,27.31,27.62,18.68,80.44,0.68,97.32
2018,8,7,1.45,27.65,28.05,19.78,83.19,7.48,97.33
2018,8,8,1.77,27.98,27.89,20.45,84.12,9.28,97.43
2018,8,9,1.62,29.46,29.72,20.63,78.56,1.3,97.62
2018,8,10,0.79,30.97,31.14,20.45,71.88,1.47,97.5
2018,8,11,2.51,30.12,29.92,20.57,75.44,11.68,97.16
2018,8,12,1.91,29.88,29.93,18.98,70.81,0.93,96.94
2018,8,13,1.5,28.75,29.15,19.59,77.38,3.92,97.14
2018,8,14,0.93,29.98,30.3,20.26,75.12,2.61,97.23
2018,8,15,1.07,30.23,30.62,20.45,74.81,4.03,97.41
2018,8,16,1.04,29.42,29.58,20.39,77.94,1.72,97.55
2018,8,17,1.76,29.33,29.5,21.18,80.75,0.94,97.32
2018,8,18,1.07,30.04,30.42,21.42,78.88,1.16,97.26
2018,8,19,0.92,29.96,29.83,21.12,77.69,8.8,97.24
2018,8,20,1.02,29.38,29.44,20.51,78.56,3.03,97.42
2018,8,21,1.6,29.06,29.3,21.36,83.0,2.52,97.42
2018,8,22,1.54,28.45,28.56,20.94,83.75,3.01,97.37
2018,8,23,1.98,29.19,29.22,20.2,78.25,6.4,97.37
2018,8,24,2.31,29.21,29.19,19.65,76.12,6.31,97.37
2018,8,25,2.32,29.84,29.87,19.1,71.56,2.46,97.28
2018,8,26,1.62,29.4,29.72,18.86,72.44,0.86,97.29
2018,8,27,1.08,29.06,29.09,19.71,76.5,8.25,97.43
2018,8,28,1.38,27.73,27.73,21.06,87.75,25.48,97.52
2018,8,29,0.95,28.77,29.19,21.24,84.12,15.17,97.62
2018,8,30,1.37,29.54,29.58,19.84,75.88,1.59,97.42
2018,8,31,2.12,29.23,28.95,18.74,72.94,0.99,97.43
2018,9,1,1.45,27.3,27.01,19.78,84.75,16.87,97.66
2018,9,2,1.48,27.14,27.07,19.35,83.94,7.86,97.67
2018,9,3,1.09,26.93,26.96,19.23,84.56,28.1,97.69
2018,9,4,1.23,27.52,27.56,19.17,81.75,8.98,97.74
2018,9,5,1.58,28.15,27.69,18.55,76.62,6.94,97.63
2018,9,6,1.62,28.4,28.08,17.76,72.5,8.75,97.58
2018,9,7,1.05,27.82,27.76,20.02,83.44,14.44,97.74
2018,9,8,2.49,26.89,26.63,19.65,86.69,10.69,97.82
2018,9,9,2.97,26.93,27.18,19.71,87.06,0.77,97.87
2018,9,10,1.33,27.55,27.97,19.9,84.94,0.0,98.01
2018,9,11,1.65,27.68,27.87,18.86,79.94,1.36,97.99
2018,9,12,2.73,28.02,27.67,18.37,76.44,2.87,97.74
2018,9,13,2.32,27.4,27.28,17.21,74.69,0.22,97.73
2018,9,14,1.63,27.33,27.17,16.3,71.38,0.0,97.94
2018,9,15,1.56,27.44,26.9,15.08,65.94,0.0,98.11
2018,9,16,2.09,27.18,26.6,15.14,66.88,0.0,97.99
2018,9,17,1.65,27.97,27.28,15.62,66.19,0.0,97.87
2018,9,18,1.85,27.42,26.81,14.95,65.88,0.01,97.91
2018,9,19,1.63,27.55,26.51,14.34,62.38,0.0,97.9
2018,9,20,1.16,27.61,26.76,14.47,62.75,0.0,97.9
2018,9,21,2.36,27.02,27.33,18.68,82.88,3.03,98.12
2018,9,22,3.38,24.94,24.9,18.55,91.69,21.79,98.15
2018,9,23,4.37,25.71,25.69,18.8,89.19,8.25,98.06
2018,9,24,2.86,25.81,25.73,19.53,91.56,40.23,97.85
2018,9,25,2.71,25.32,25.48,17.27,84.5,1.31,98.08
2018,9,26,1.64,25.65,25.15,15.75,76.69,0.0,98.09
2018,9,27,1.24,25.89,24.96,14.1,67.88,0.0,98.16
2018,9,28,1.28,26.63,25.55,13.43,62.38,0.0,98.23
2018,9,29,1.23,26.73,25.76,13.12,60.88,0.0,98.3
2018,9,30,1.69,26.08,25.22,13.49,64.62,0.0,98.24
