-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2007 through 09/30/2007 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2007,7,1,4.3,34.25,35.8,17.33,51.12,0.4,96.9
2007,7,2,4.47,33.38,34.94,17.7,54.5,0.52,96.84
2007,7,3,3.66,31.31,32.42,19.29,65.94,8.76,96.95
2007,7,4,3.52,29.87,30.81,20.2,74.94,11.93,96.89
2007,7,5,2.28,30.92,31.9,19.78,69.31,1.17,96.85
2007,7,6,1.89,33.26,35.05,19.59,61.0,0.95,96.86
2007,7,7,0.99,33.23,34.87,18.86,58.56,1.75,96.99
2007,7,8,3.49,32.45,33.95,18.19,59.56,1.49,97.11
2007,7,9,4.44,31.55,32.97,17.64,60.06,1.02,97.08
2007,7,10,3.02,32.75,34.57,17.7,56.88,0.0,96.97
2007,7,11,2.14,33.63,35.67,18.55,56.38,0.29,97.06
2007,7,12,0.81,33.33,34.19,19.84,60.44,16.03,97.01
2007,7,13,2.38,33.7,34.19,20.69,62.25,12.51,96.86
2007,7,14,1.87,33.1,34.36,20.26,63.38,5.35,96.91
2007,7,15,1.14,32.15,33.53,19.29,63.44,11.34,97.06
2007,7,16,0.99,34.01,35.52,17.82,53.75,0.26,97.12
