-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2015 through 09/30/2015 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2015,7,1,1.28,33.57,36.7,15.26,47.75,1.2,97.61
2015,7,2,2.02,33.61,36.2,14.77,45.88,0.19,97.6
2015,7,3,3.35,35.04,37.1,15.5,44.56,0.18,97.44
2015,7,4,4.04,35.44,36.97,15.32,42.5,0.68,97.26
2015,7,5,3.24,35.3,36.39,16.42,46.06,4.91,97.01
2015,7,6,2.22,33.19,33.87,17.76,54.31,14.21,97.11
2015,7,7,0.63,31.78,33.26,18.31,60.88,18.64,97.18
2015,7,8,0.74,32.74,35.01,17.21,55.12,2.05,97.24
2015,7,9,1.17,32.78,34.39,17.4,55.19,3.8,97.23
2015,7,10,2.11,30.2,30.76,19.29,69.94,45.9,97.18
2015,7,11,2.72,28.46,29.2,19.78,79.94,68.94,97.37
2015,7,12,3.08,27.98,28.09,20.87,85.94,16.15,97.34
2015,7,13,1.48,28.97,29.97,20.14,79.19,2.45,97.49
2015,7,14,2.57,30.39,30.68,19.29,70.25,0.16,97.29
2015,7,15,4.08,31.39,31.09,18.31,62.75,0.36,96.9
2015,7,16,3.09,31.7,31.95,18.19,61.12,0.05,96.82
2015,7,17,1.28,31.19,32.26,19.23,67.0,1.91,97.08
2015,7,18,1.02,31.25,32.29,19.41,67.88,3.76,97.24
2015,7,19,0.82,31.12,31.89,18.98,66.31,2.46,97.21
2015,7,20,0.64,30.98,32.07,19.1,67.06,5.83,97.27
2015,7,21,1.61,31.01,32.26,19.47,68.75,1.15,97.45
2015,7,22,1.65,30.84,32.04,19.84,70.56,0.46,97.53
2015,7,23,1.98,30.52,31.4,20.2,73.0,0.11,97.59
2015,7,24,1.87,30.69,31.9,19.17,69.0,0.05,97.56
2015,7,25,2.02,30.76,31.77,18.92,67.69,5.28,97.37
2015,7,26,3.99,29.83,30.88,19.1,72.19,2.98,97.26
2015,7,27,3.69,29.71,30.87,19.1,72.44,0.97,97.34
