-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2021 through 09/30/2021 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2021,7,1,2.9,37.57,39.19,13.98,34.44,0.0,96.86
2021,7,2,2.4,36.76,38.62,15.14,39.69,9.8,96.98
2021,7,3,2.3,34.17,35.84,16.97,52.62,4.49,97.29
2021,7,4,1.2,34.94,37.08,15.01,43.44,0.04,97.47
2021,7,5,1.52,35.28,37.41,14.59,41.12,0.02,97.53
2021,7,6,2.35,36.02,38.35,14.95,40.56,0.0,97.35
2021,7,7,2.6,37.15,39.08,14.65,37.38,0.02,97.22
2021,7,8,1.9,37.71,39.83,14.47,35.62,0.96,97.19
2021,7,9,1.67,35.25,37.07,17.03,47.56,5.98,97.28
2021,7,10,2.64,35.25,37.78,15.99,44.62,0.03,97.3
2021,7,11,3.78,34.12,36.25,17.94,52.94,0.84,97.42
2021,7,12,3.79,31.25,32.15,18.8,64.56,3.18,97.62
2021,7,13,2.73,30.03,30.68,20.08,73.75,23.26,97.56
2021,7,14,2.88,29.72,30.16,20.02,75.19,23.52,97.56
2021,7,15,3.32,31.78,33.04,18.68,64.12,2.73,97.57
2021,7,16,2.52,33.88,35.75,18.49,56.19,0.75,97.67
2021,7,17,1.76,34.23,35.69,19.35,57.62,1.32,97.41
2021,7,18,1.73,32.3,33.19,21.67,71.12,45.11,97.17
2021,7,19,2.26,28.58,28.52,23.01,90.69,45.66,97.1
2021,7,20,1.28,28.46,28.61,21.97,87.31,35.86,97.15
2021,7,21,1.27,29.93,30.48,22.03,81.31,4.62,97.03
2021,7,22,1.53,30.05,30.56,22.03,80.69,4.42,96.94
2021,7,23,1.17,29.64,29.91,21.79,81.56,3.46,97.07
2021,7,24,1.32,30.41,30.77,21.91,78.69,0.45,97.22
2021,7,25,1.41,31.65,32.2,22.22,74.69,0.03,97.12
2021,7,26,1.47,29.0,28.84,21.55,83.06,12.64,97.0
2021,7,27,1.38,29.02,29.28,22.4,86.12,55.47,96.83
2021,7,28,1.3,28.1,28.05,21.42,86.94,9.53,96.96
2021,7,29,0.91,28.38,28.58,21.79,87.12,18.52,97.04
2021,7,30,1.27,28.53,28.8,21.79,86.81,36.15,97.14
2021,7,31,1.92,28.3,27.97,21.55,86.62,21.3,97.2
2021,8,1,0.99,30.04,30.03,21.42,78.12,13.3,97.09
2021,8,2,1.25,28.98,28.9,21.91,84.94,4.01,97.22
2021,8,3,2.16,28.95,29.14,21.67,84.5,3.91,97.3
2021,8,4,2.23,28.75,29.02,21.36,84.31,0.02,97.38
2021,8,5,1.3,29.01,29.44,21.55,83.56,1.95,97.35
2021,8,6,1.12,28.89,28.66,20.51,80.12,0.91,97.34
2021,8,7,1.19,27.58,27.44,20.2,85.12,14.08,97.5
2021,8,8,0.43,28.86,28.52,20.51,80.62,3.73,97.65
2021,8,9,1.0,29.45,29.28,20.81,79.0,5.57,97.63
2021,8,10,1.66,29.98,29.69,20.87,77.12,0.04,97.47
2021,8,11,2.53,29.1,28.82,18.86,73.81,0.0,97.5
2021,8,12,1.95,29.07,28.93,19.41,76.19,5.73,97.62
2021,8,13,2.09,29.36,29.27,20.32,78.38,20.63,97.45
2021,8,14,2.52,29.73,29.62,20.94,78.88,0.0,97.27
2021,8,15,1.84,29.86,29.43,19.41,72.69,0.0,97.41
2021,8,16,1.13,29.92,29.65,19.47,72.75,0.0,97.72
2021,8,17,1.2,30.19,29.65,19.1,70.44,0.0,97.68
2021,8,18,1.2,29.79,29.48,18.86,71.12,0.0,97.52
2021,8,19,1.6,29.66,29.68,20.51,77.75,0.55,97.48
2021,8,20,2.48,27.37,27.33,20.69,88.5,24.29,97.66
2021,8,21,1.98,27.35,27.65,20.63,88.5,46.38,97.75
2021,8,22,2.57,28.54,28.65,21.3,85.38,1.99,97.76
2021,8,23,0.91,29.08,29.05,21.18,82.12,0.3,97.56
2021,8,24,1.04,29.15,28.91,20.45,79.06,0.1,97.48
2021,8,25,2.47,28.91,28.38,19.41,76.56,1.3,97.24
2021,8,26,2.38,28.79,28.64,19.41,76.69,0.0,97.18
2021,8,27,1.39,29.33,29.08,18.8,73.56,2.35,97.38
2021,8,28,1.07,29.08,29.11,19.96,78.25,4.33,97.47
2021,8,29,1.29,28.95,29.23,20.45,80.62,0.11,97.55
2021,8,30,1.84,28.08,28.49,20.39,84.5,0.34,97.87
2021,8,31,1.82,26.92,27.58,19.35,85.88,6.39,98.03
2021,9,1,2.44,26.42,26.37,19.84,89.81,70.22,98.02
2021,9,2,1.95,26.22,26.0,19.96,90.94,26.49,97.77
2021,9,3,2.27,27.49,27.52,20.94,88.62,14.77,97.59
2021,9,4,1.36,27.93,27.97,21.0,86.94,9.8,97.58
2021,9,5,0.85,28.48,28.47,20.02,80.5,2.89,97.63
