-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2008 through 09/30/2008 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2008,7,1,2.08,31.69,33.88,18.01,61.19,0.13,97.28
2008,7,2,1.46,33.52,35.54,17.52,55.19,0.19,97.25
2008,7,3,2.38,34.87,36.23,18.31,52.56,0.63,97.05
2008,7,4,2.84,34.95,35.77,17.82,51.12,0.6,97.01
2008,7,5,2.71,33.77,34.64,17.4,52.69,4.02,97.09
2008,7,6,1.91,31.54,32.68,18.8,63.88,7.46,97.15
2008,7,7,1.9,29.94,30.92,20.14,74.12,17.83,97.16
2008,7,8,1.75,29.67,30.56,20.26,76.19,14.21,97.17
2008,7,9,2.01,29.61,30.01,20.32,76.5,8.63,97.36
2008,7,10,2.23,31.13,32.55,19.35,68.0,0.17,97.41
2008,7,11,2.0,31.4,32.57,19.53,67.25,0.45,97.13
2008,7,12,1.38,31.33,32.37,19.84,68.06,9.79,96.94
2008,7,13,2.24,29.9,30.37,19.59,73.31,24.83,97.24
2008,7,14,2.35,30.08,30.67,20.63,75.81,13.17,97.4
2008,7,15,1.88,29.9,30.35,19.47,72.62,2.3,97.32
2008,7,16,2.56,31.51,31.83,19.17,65.62,1.3,97.13
2008,7,17,2.7,32.38,32.89,18.62,61.12,1.24,97.06
2008,7,18,2.12,32.12,32.33,17.76,58.62,1.08,97.16
2008,7,19,2.09,32.6,33.25,18.49,60.06,1.89,97.21
2008,7,20,1.62,30.4,31.17,20.39,73.75,3.48,97.35
2008,7,21,1.31,31.0,31.8,19.59,69.31,1.19,97.39
2008,7,22,2.3,32.11,32.75,19.1,63.56,0.45,97.19
2008,7,23,2.4,31.55,31.8,18.68,63.12,5.27,97.21
2008,7,24,2.23,33.6,34.15,17.4,54.31,0.12,97.08
2008,7,25,2.02,33.71,34.17,17.46,53.44,1.59,96.99
2008,7,26,1.91,32.03,33.0,18.8,62.62,3.0,97.09
2008,7,27,2.37,29.83,30.84,20.08,74.94,10.31,97.27
2008,7,28,2.06,30.11,30.84,20.08,73.94,1.15,97.29
2008,7,29,1.8,30.86,31.72,19.29,68.5,0.52,97.21
2008,7,30,2.84,30.08,31.05,20.14,74.5,0.9,97.22
2008,7,31,2.32,27.72,28.09,18.62,78.31,10.12,97.42
2008,8,1,2.05,28.23,28.54,20.14,82.31,6.05,97.51
2008,8,2,2.51,29.03,29.41,20.57,80.25,1.75,97.49
2008,8,3,2.3,29.98,30.91,20.14,75.31,1.23,97.44
2008,8,4,1.8,28.12,28.21,21.24,86.69,46.1,97.51
2008,8,5,1.52,28.44,29.0,20.81,83.88,20.62,97.49
2008,8,6,1.12,27.98,28.29,20.87,86.0,13.16,97.23
2008,8,7,2.25,27.86,28.12,21.06,87.0,16.3,97.02
2008,8,8,1.26,27.49,27.62,21.12,88.88,15.38,97.07
2008,8,9,0.65,27.85,27.62,20.63,85.12,6.48,97.08
2008,8,10,1.42,29.28,29.39,21.06,80.31,0.78,97.0
2008,8,11,2.66,29.01,29.24,21.3,82.88,1.02,96.98
2008,8,12,3.72,27.11,27.18,20.87,89.75,1.25,97.04
