-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2023 through 09/30/2023 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2023,7,1,1.8,31.27,33.36,17.76,62.69,0.71,97.36
2023,7,2,1.82,32.9,34.83,18.13,58.31,0.04,97.38
2023,7,3,1.44,34.47,36.54,17.82,52.12,0.07,97.32
2023,7,4,2.02,34.45,36.28,18.86,55.31,4.97,97.17
2023,7,5,2.41,32.49,34.09,19.71,63.81,11.92,97.14
2023,7,6,2.51,30.01,31.03,20.63,75.94,8.7,97.4
2023,7,7,2.09,30.41,31.64,19.84,72.56,6.15,97.49
2023,7,8,2.77,30.11,31.24,20.94,77.0,10.57,97.43
2023,7,9,1.46,29.87,30.66,21.73,80.81,63.31,97.43
2023,7,10,1.21,29.97,30.7,21.73,80.38,22.36,97.4
2023,7,11,1.06,30.37,31.12,21.85,78.88,12.87,97.44
2023,7,12,0.83,30.3,31.12,21.3,77.12,14.72,97.38
2023,7,13,1.22,30.27,31.15,21.12,77.0,1.11,97.39
2023,7,14,1.14,29.29,29.94,21.18,81.38,4.23,97.53
2023,7,15,1.55,29.37,29.65,21.0,80.25,6.52,97.5
2023,7,16,1.26,29.9,30.73,21.97,81.31,8.96,97.46
2023,7,17,0.91,30.56,31.46,22.09,78.94,6.84,97.36
2023,7,18,1.88,29.66,29.9,22.64,84.5,9.54,97.32
2023,7,19,2.45,29.51,29.58,21.42,80.94,0.48,97.35
2023,7,20,1.47,31.48,31.9,21.85,74.5,0.01,97.33
2023,7,21,1.92,31.34,31.58,22.09,75.69,1.36,97.5
2023,7,22,3.14,30.47,30.69,21.55,77.88,0.8,97.72
2023,7,23,2.87,29.88,29.89,21.18,78.88,0.67,97.71
2023,7,24,2.56,30.69,31.3,20.87,74.75,0.22,97.49
2023,7,25,1.43,30.23,30.23,22.58,81.88,18.9,97.51
2023,7,26,1.35,30.29,30.51,21.55,78.38,14.15,97.67
2023,7,27,1.19,29.08,29.45,22.03,85.44,10.25,97.59
2023,7,28,0.73,29.4,29.67,21.48,81.94,21.98,97.37
2023,7,29,1.21,29.73,30.23,22.4,83.69,4.63,97.3
2023,7,30,1.81,29.73,30.17,22.16,82.69,1.68,97.22
2023,7,31,1.74,30.23,30.48,21.55,78.38,0.62,97.17
2023,8,1,2.14,30.76,30.95,21.55,76.19,0.01,97.11
2023,8,2,2.06,30.78,30.86,21.91,77.12,1.8,97.18
2023,8,3,1.55,30.41,30.54,22.03,78.88,3.68,97.21
2023,8,4,1.48,30.15,30.28,22.83,83.0,25.67,97.39
2023,8,5,1.98,29.08,28.82,21.91,84.44,19.14,97.55
2023,8,6,2.96,30.02,29.97,20.87,77.19,1.72,97.26
2023,8,7,3.34,29.66,29.74,20.81,77.94,0.06,97.04
2023,8,8,3.41,29.65,29.84,21.0,78.56,0.0,97.18
2023,8,9,2.7,30.01,30.25,20.57,75.94,0.18,97.53
2023,8,10,1.88,30.03,30.34,20.26,75.06,0.41,97.7
2023,8,11,1.74,30.33,30.7,19.96,72.94,0.12,97.7
2023,8,12,2.81,29.95,30.19,19.1,71.5,0.0,97.49
2023,8,13,2.81,30.11,30.51,19.71,72.5,0.03,97.28
2023,8,14,2.23,28.48,28.76,18.92,76.25,0.01,97.65
2023,8,15,1.05,29.77,30.12,19.35,72.81,5.19,97.69
2023,8,16,1.95,30.44,30.71,19.9,72.44,2.71,97.71
2023,8,17,2.5,31.03,31.4,19.78,69.75,0.16,97.65
2023,8,18,2.07,31.01,31.62,19.96,70.56,1.77,97.65
2023,8,19,1.56,30.2,30.46,21.85,79.62,14.58,97.65
2023,8,20,1.69,31.12,31.48,21.24,74.06,0.25,97.66
2023,8,21,1.09,31.63,32.41,20.26,69.0,0.08,97.58
2023,8,22,1.78,31.29,31.5,21.61,74.81,8.18,97.39
2023,8,23,2.4,29.39,29.23,21.06,80.06,28.25,97.32
2023,8,24,2.27,29.26,29.64,19.04,73.62,0.03,97.24
2023,8,25,2.53,29.6,29.81,18.49,70.62,0.01,97.28
2023,8,26,2.65,29.77,30.01,18.01,68.19,0.0,97.46
2023,8,27,2.73,29.81,30.02,17.46,66.31,0.1,97.46
2023,8,28,2.4,30.41,30.67,18.43,67.5,0.11,97.46
2023,8,29,2.16,30.17,30.65,18.37,68.31,0.03,97.68
2023,8,30,1.82,30.43,31.03,17.94,67.25,0.0,97.85
2023,8,31,1.69,30.54,31.2,17.76,66.69,0.0,97.91
2023,9,1,2.03,30.85,31.29,16.78,62.06,0.0,97.9
2023,9,2,2.32,30.22,30.58,15.32,58.81,0.0,97.8
2023,9,3,2.05,30.12,30.53,14.4,56.19,0.0,97.68
2023,9,4,2.19,30.52,31.18,15.5,58.44,0.0,97.61
2023,9,5,1.88,30.62,31.7,17.46,64.94,0.35,97.72
2023,9,6,1.68,30.96,32.15,17.4,63.81,0.09,97.83
2023,9,7,1.54,31.4,32.7,16.48,58.88,0.06,97.76
2023,9,8,1.9,30.03,31.05,16.91,64.5,4.24,97.76
2023,9,9,2.5,28.22,28.63,19.59,80.31,19.3,97.74
2023,9,10,2.43,27.8,28.37,20.45,85.62,23.13,97.51
2023,9,11,2.05,28.53,29.67,19.1,77.75,0.33,97.56
2023,9,12,1.55,29.48,30.56,18.74,73.0,0.03,97.61
2023,9,13,1.28,29.97,30.87,19.96,74.69,0.01,97.6
2023,9,14,1.62,30.33,30.87,20.69,75.75,3.92,97.71
2023,9,15,1.84,29.85,30.48,20.81,78.06,3.74,97.81
2023,9,16,3.53,27.71,28.11,19.1,81.06,9.66,97.81
2023,9,17,3.81,27.36,27.47,20.02,85.94,5.44,97.6
2023,9,18,4.36,27.87,28.4,18.62,78.38,0.29,97.63
2023,9,19,2.53,29.34,30.21,18.86,73.5,0.0,97.93
2023,9,20,1.14,30.31,31.55,18.86,70.0,0.01,97.96
2023,9,21,1.12,30.75,31.87,19.1,68.94,0.59,97.87
2023,9,22,1.48,30.41,31.43,18.8,69.19,0.49,97.89
2023,9,23,1.27,30.19,31.1,18.92,71.06,4.26,97.91
2023,9,24,1.12,29.7,30.81,17.88,69.81,3.77,97.91
2023,9,25,1.09,29.46,30.62,17.21,67.38,0.05,97.96
2023,9,26,1.45,29.15,30.22,15.75,63.75,0.02,98.06
2023,9,27,1.59,28.34,29.19,13.98,61.0,0.0,98.06
2023,9,28,1.62,27.16,27.63,12.39,59.25,0.0,98.03
2023,9,29,1.41,27.27,27.43,11.47,53.62,0.0,98.01
2023,9,30,2.02,27.62,27.51,10.93,50.38,0.0,98.01
