-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2013 through 09/30/2013 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2013,7,1,2.24,35.68,37.14,15.56,43.38,0.52,96.99
2013,7,2,1.55,35.05,37.34,16.42,47.56,1.52,96.94
2013,7,3,2.45,33.13,35.2,17.09,53.75,0.83,97.17
2013,7,4,2.71,33.63,36.03,18.49,56.69,0.07,97.14
2013,7,5,2.55,33.81,36.37,18.01,54.81,0.28,97.14
2013,7,6,2.62,31.26,32.65,19.1,65.62,7.53,97.43
2013,7,7,2.12,30.97,32.35,19.71,69.5,5.88,97.38
2013,7,8,2.7,30.59,31.05,20.14,71.25,7.8,97.2
2013,7,9,2.59,30.45,30.81,19.71,70.62,31.7,97.07
2013,7,10,2.39,31.1,31.55,19.1,67.06,15.54,96.98
2013,7,11,1.66,32.26,33.93,17.4,57.69,0.26,97.16
2013,7,12,2.08,29.65,30.44,19.84,74.25,11.12,97.44
2013,7,13,2.04,31.41,33.19,19.84,68.62,1.56,97.32
2013,7,14,1.54,32.09,34.02,19.71,65.81,3.15,97.18
2013,7,15,1.98,32.17,33.25,18.74,62.0,3.44,97.24
2013,7,16,1.64,29.53,29.86,19.59,73.88,18.36,97.33
2013,7,17,1.08,30.15,30.85,20.02,73.44,9.38,97.24
2013,7,18,1.99,32.32,32.88,20.14,66.12,7.5,96.97
2013,7,19,1.89,31.94,32.57,20.02,66.81,0.54,96.9
2013,7,20,1.21,28.3,28.53,21.36,85.81,71.86,97.26
2013,7,21,0.77,29.32,29.87,20.75,79.5,7.81,97.09
2013,7,22,1.4,29.78,30.54,20.63,77.0,1.22,97.04
2013,7,23,1.82,29.3,30.08,20.75,79.75,0.49,97.22
2013,7,24,1.45,30.17,30.65,20.69,75.94,9.47,97.18
2013,7,25,1.31,30.55,31.19,20.69,74.31,7.02,96.97
2013,7,26,1.52,30.11,30.8,20.2,74.19,2.88,96.93
2013,7,27,1.46,28.95,29.45,20.57,80.0,8.74,97.18
2013,7,28,1.36,29.73,29.91,20.69,77.56,1.64,97.29
2013,7,29,1.33,30.04,30.33,21.12,77.75,16.49,97.23
2013,7,30,1.95,30.27,30.26,21.42,77.38,1.97,97.11
2013,7,31,1.92,29.35,29.16,21.18,80.44,9.16,97.06
2013,8,1,1.11,28.65,28.65,21.61,85.25,8.42,97.21
2013,8,2,3.02,28.36,28.72,20.26,82.19,0.03,97.39
2013,8,3,2.55,28.96,29.53,20.32,80.06,0.83,97.54
2013,8,4,1.11,29.53,29.96,20.45,77.56,0.82,97.49
2013,8,5,1.56,29.98,30.12,21.0,77.62,15.02,97.44
2013,8,6,0.84,28.75,28.96,20.87,82.44,15.84,97.6
