-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2017 through 09/30/2017 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2017,7,1,1.09,31.12,32.78,19.59,68.12,13.26,97.01
2017,7,2,1.24,31.58,33.27,19.9,67.62,10.33,97.06
2017,7,3,1.47,31.98,33.78,19.41,64.69,1.1,97.09
2017,7,4,3.04,32.85,33.73,19.78,62.31,4.29,96.97
2017,7,5,3.12,32.92,33.89,18.43,58.19,1.4,97.06
2017,7,6,2.23,32.96,33.76,18.01,57.06,5.68,97.27
2017,7,7,2.06,32.33,33.45,17.03,56.44,2.07,97.42
2017,7,8,2.09,33.07,34.3,17.7,56.06,0.0,97.4
2017,7,9,2.66,33.76,34.53,16.78,51.62,0.0,97.31
2017,7,10,3.05,34.4,35.44,16.78,49.44,0.04,97.32
2017,7,11,2.42,32.55,33.33,17.76,57.06,11.99,97.38
2017,7,12,1.96,31.19,33.05,17.4,61.62,1.17,97.51
2017,7,13,2.19,30.72,32.3,18.31,65.81,0.16,97.46
2017,7,14,2.61,31.16,32.8,18.55,64.94,0.08,97.39
2017,7,15,2.44,31.57,33.18,19.29,65.88,0.6,97.36
2017,7,16,1.66,31.0,31.61,19.65,68.75,1.15,97.34
2017,7,17,1.77,31.0,31.48,19.65,68.25,6.15,97.36
2017,7,18,1.21,31.94,33.19,19.23,64.94,1.28,97.37
2017,7,19,0.93,33.4,35.22,16.91,53.0,0.61,97.25
2017,7,20,2.11,29.82,30.44,19.41,71.94,13.23,97.2
2017,7,21,2.18,30.7,31.55,19.35,68.62,0.05,97.2
2017,7,22,3.24,29.2,29.73,19.65,75.44,4.87,97.19
2017,7,23,3.23,30.37,31.49,19.65,71.75,2.21,97.08
2017,7,24,2.73,28.96,29.57,20.45,79.69,21.82,97.03
2017,7,25,2.52,29.87,31.1,19.65,73.56,2.94,97.07
2017,7,26,1.53,30.34,31.28,19.41,70.69,1.48,97.28
2017,7,27,1.99,30.38,31.24,18.55,67.44,0.25,97.5
