-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2019 through 09/30/2019 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2019,7,1,1.62,38.94,42.23,11.84,27.25,0.13,97.05
2019,7,2,2.51,38.65,41.12,11.47,27.0,0.24,97.15
2019,7,3,2.29,37.59,40.9,13.55,32.94,0.33,97.19
2019,7,4,2.02,37.05,40.61,15.01,37.94,3.36,97.07
2019,7,5,1.22,34.63,35.93,17.46,49.81,17.86,96.92
2019,7,6,1.57,35.08,37.12,17.88,51.94,1.77,96.76
2019,7,7,1.18,34.05,35.97,18.49,54.38,6.66,96.91
2019,7,8,1.67,35.86,37.67,18.31,49.25,1.61,96.93
2019,7,9,2.95,33.68,34.46,18.43,55.62,10.16,96.93
2019,7,10,3.28,35.07,36.26,16.66,47.44,0.48,96.85
2019,7,11,4.14,35.45,36.66,16.17,44.69,0.89,96.9
2019,7,12,4.18,35.32,36.51,15.62,43.56,0.02,97.1
2019,7,13,4.27,35.53,36.69,14.83,40.75,0.15,97.18
2019,7,14,2.95,35.4,37.07,14.47,40.75,0.49,97.04
2019,7,15,2.23,33.28,34.11,18.8,57.62,18.28,97.03
2019,7,16,1.69,31.62,32.54,18.62,63.12,17.55,97.32
2019,7,17,1.12,30.82,31.97,19.41,68.69,24.29,97.45
2019,7,18,0.72,30.43,31.77,19.96,72.31,10.49,97.41
2019,7,19,0.81,32.67,34.68,18.86,61.25,0.86,97.43
2019,7,20,0.98,33.27,34.85,18.13,56.44,3.73,97.51
2019,7,21,1.89,32.36,33.23,20.02,65.06,13.44,97.48
2019,7,22,1.27,33.26,34.64,20.02,62.56,2.95,97.35
2019,7,23,0.69,34.03,34.95,20.02,59.19,4.74,97.23
2019,7,24,2.54,34.57,35.35,20.08,59.5,9.88,97.08
2019,7,25,2.18,29.72,30.35,20.57,76.81,7.56,97.3
2019,7,26,1.54,29.65,30.62,19.78,74.62,9.58,97.11
2019,7,27,2.83,29.22,30.08,20.32,78.38,11.65,97.09
2019,7,28,3.57,29.94,30.73,20.32,75.69,3.99,97.28
2019,7,29,3.36,31.28,32.27,20.32,70.75,0.61,97.38
2019,7,30,2.87,31.73,32.98,19.41,65.94,0.0,97.37
2019,7,31,1.42,31.05,32.26,18.86,66.06,0.01,97.33
2019,8,1,1.75,31.62,33.23,19.65,66.44,0.05,97.24
2019,8,2,1.73,30.8,31.94,20.75,73.44,9.43,97.16
2019,8,3,2.0,29.4,29.87,21.3,80.81,3.92,97.19
2019,8,4,1.84,29.08,29.48,21.3,81.94,9.09,97.09
2019,8,5,0.95,31.56,32.49,21.61,73.25,7.19,96.93
2019,8,6,0.98,31.74,32.34,21.67,72.19,21.64,96.94
2019,8,7,1.23,29.44,29.74,21.18,80.19,7.05,97.0
2019,8,8,1.88,30.68,31.27,20.2,72.31,0.07,96.99
2019,8,9,4.43,30.26,30.67,20.2,73.44,0.41,97.1
2019,8,10,3.95,29.4,30.15,19.71,75.62,0.75,97.19
2019,8,11,1.61,31.2,32.34,20.02,69.81,0.11,97.31
2019,8,12,1.47,31.63,32.65,20.2,68.5,0.25,97.3
2019,8,13,1.46,32.24,32.85,20.75,67.81,6.21,97.34
2019,8,14,1.14,31.19,31.09,21.06,72.31,15.92,97.49
2019,8,15,2.56,29.19,29.29,21.18,81.88,14.6,97.48
2019,8,16,3.77,28.44,28.99,19.96,80.81,5.5,97.28
2019,8,17,2.8,27.89,27.94,21.36,88.06,11.47,97.21
2019,8,18,2.51,28.12,28.13,20.51,84.25,15.92,97.58
2019,8,19,1.67,29.04,29.45,18.8,75.0,0.2,97.81
2019,8,20,2.27,29.03,29.41,18.62,73.75,0.12,97.76
2019,8,21,1.78,30.49,30.4,17.58,64.75,0.4,97.6
2019,8,22,1.34,29.96,30.34,17.4,65.88,0.47,97.63
2019,8,23,1.12,30.68,31.09,17.7,64.25,0.67,97.61
2019,8,24,0.9,31.66,32.07,17.4,60.25,0.47,97.59
2019,8,25,1.41,28.44,28.75,20.08,81.0,12.75,97.69
2019,8,26,1.7,28.97,29.06,19.47,76.69,0.18,97.7
2019,8,27,1.45,30.53,31.4,19.59,71.06,0.01,97.63
2019,8,28,1.9,31.14,31.84,20.14,70.62,0.09,97.67
2019,8,29,1.56,31.33,32.08,19.71,68.81,0.04,97.74
2019,8,30,0.94,30.77,31.05,20.2,71.62,0.06,97.52
2019,8,31,0.71,31.83,32.12,19.9,66.69,14.02,97.32
2019,9,1,1.62,30.46,30.91,21.18,76.44,8.5,97.46
2019,9,2,0.89,30.53,30.87,20.81,74.94,0.39,97.5
2019,9,3,0.76,32.12,32.8,19.84,65.69,0.36,97.44
2019,9,4,1.56,31.2,31.75,20.45,71.19,0.16,97.39
2019,9,5,1.38,31.08,32.05,20.57,72.69,0.54,97.41
2019,9,6,0.77,30.65,30.77,20.63,73.38,0.7,97.35
2019,9,7,0.98,29.88,29.93,21.24,78.38,11.62,97.37
2019,9,8,1.05,30.05,30.17,20.87,76.94,8.09,97.52
2019,9,9,1.2,30.51,31.02,18.49,67.94,0.1,97.41
2019,9,10,1.27,30.76,31.25,17.21,62.75,0.0,97.38
2019,9,11,1.12,31.23,31.39,16.24,58.25,0.0,97.51
2019,9,12,1.38,31.69,31.94,16.48,56.81,0.01,97.63
2019,9,13,2.12,31.01,32.0,19.41,69.5,0.0,97.76
2019,9,14,1.94,30.96,31.98,18.98,68.25,0.18,97.78
2019,9,15,0.94,30.9,32.04,18.62,67.0,0.77,97.8
2019,9,16,1.37,31.14,31.8,17.15,61.5,0.57,97.66
2019,9,17,1.32,31.0,31.98,17.21,61.94,1.54,97.76
2019,9,18,1.44,30.89,31.99,16.6,60.94,0.02,98.09
2019,9,19,2.12,28.72,30.09,17.27,70.5,0.02,98.33
2019,9,20,1.6,29.18,30.44,17.09,67.94,0.01,98.17
2019,9,21,0.81,29.56,30.67,17.33,67.0,9.1,98.06
2019,9,22,2.3,28.19,29.03,18.31,76.44,12.07,98.24
2019,9,23,1.66,27.72,29.07,16.17,70.75,1.25,98.38
2019,9,24,1.94,27.88,29.04,16.97,72.62,0.58,98.4
2019,9,25,2.23,27.83,28.87,17.27,74.12,1.25,98.53
2019,9,26,2.53,27.1,27.38,17.46,77.25,1.04,98.57
2019,9,27,2.55,27.44,28.23,17.27,75.56,0.22,98.36
2019,9,28,2.98,27.05,27.9,17.4,77.62,1.42,98.23
2019,9,29,2.05,26.76,27.83,16.78,76.44,2.27,98.33
2019,9,30,1.58,27.01,28.2,16.3,73.62,1.14,98.23
