-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2022 through 09/30/2022 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2022,7,1,2.03,29.69,30.98,20.2,76.0,20.98,97.18
2022,7,2,1.82,31.55,33.81,18.98,65.31,2.53,97.07
2022,7,3,2.44,33.01,34.98,19.84,61.81,0.81,97.13
2022,7,4,1.16,34.1,36.01,19.84,59.12,1.0,97.14
2022,7,5,2.31,33.52,34.32,18.43,56.25,0.88,97.14
2022,7,6,3.25,34.16,35.41,17.76,52.5,0.29,97.39
2022,7,7,2.86,34.69,36.46,17.94,52.0,0.06,97.53
2022,7,8,1.7,35.55,37.57,18.25,50.5,0.0,97.28
2022,7,9,2.54,33.09,33.83,18.43,56.75,1.16,97.15
2022,7,10,2.14,31.32,32.88,18.49,63.69,2.16,97.31
2022,7,11,1.4,33.5,35.93,18.68,57.94,2.2,97.35
2022,7,12,1.75,32.48,33.36,19.59,63.0,19.52,97.29
2022,7,13,1.43,33.62,35.56,19.35,59.25,0.56,97.07
2022,7,14,3.06,33.73,35.07,18.31,55.81,2.02,97.09
2022,7,15,3.81,34.27,35.47,17.03,50.56,1.04,97.24
2022,7,16,2.99,32.37,33.02,18.43,59.5,16.85,97.36
2022,7,17,2.27,33.69,35.33,18.98,58.38,1.05,97.52
2022,7,18,1.84,34.4,36.45,18.98,56.94,0.41,97.38
2022,7,19,1.62,34.78,37.33,19.96,57.69,3.08,97.21
2022,7,20,1.21,31.62,31.57,23.01,76.69,30.75,97.25
2022,7,21,1.6,29.19,29.46,21.36,81.94,13.63,97.49
2022,7,22,1.55,30.62,31.83,20.14,72.44,3.05,97.58
2022,7,23,3.56,30.46,31.14,20.08,73.19,6.09,97.45
2022,7,24,3.73,30.26,30.5,19.47,71.06,2.92,97.46
2022,7,25,3.48,30.33,31.07,19.1,69.88,1.89,97.66
2022,7,26,3.04,29.84,30.87,19.47,73.44,3.29,97.78
2022,7,27,2.91,29.99,30.79,19.1,71.19,3.76,97.72
2022,7,28,1.76,29.04,29.72,20.94,82.0,14.66,97.82
2022,7,29,1.7,29.04,29.7,20.94,82.12,17.98,97.8
2022,7,30,1.72,29.2,29.73,20.69,80.12,19.62,97.63
2022,7,31,1.65,29.65,30.39,20.51,77.56,4.49,97.38
2022,8,1,1.36,29.73,30.74,21.06,79.12,5.66,97.36
2022,8,2,1.3,30.44,31.4,21.0,75.88,0.31,97.35
2022,8,3,0.82,31.22,32.28,20.45,70.88,0.59,97.5
2022,8,4,1.27,30.11,31.04,20.87,76.81,6.3,97.52
2022,8,5,1.64,29.61,30.21,20.63,78.19,11.83,97.41
2022,8,6,0.64,30.51,31.54,20.69,74.38,2.68,97.22
2022,8,7,1.4,28.61,28.76,21.67,85.56,8.74,97.26
2022,8,8,1.54,30.23,31.08,20.45,75.25,0.77,97.21
2022,8,9,1.55,30.66,30.83,20.45,72.69,0.45,97.22
2022,8,10,2.44,31.73,32.31,19.35,65.88,0.0,97.08
2022,8,11,3.74,28.73,28.63,19.29,76.0,0.63,97.29
2022,8,12,3.3,30.19,30.69,18.37,68.5,0.04,97.28
2022,8,13,3.08,30.62,31.37,19.29,69.44,0.01,97.23
2022,8,14,1.39,30.07,30.79,20.26,74.94,3.48,97.5
2022,8,15,2.99,28.8,29.08,18.8,74.75,5.79,97.64
2022,8,16,5.77,29.13,29.34,18.49,71.81,1.58,97.45
2022,8,17,3.91,29.36,30.1,18.62,72.38,0.27,97.55
2022,8,18,2.09,30.39,31.65,19.35,70.75,0.01,97.46
2022,8,19,2.42,30.52,31.56,19.17,69.44,0.4,97.47
2022,8,20,0.8,29.92,30.08,18.74,69.5,3.3,97.64
2022,8,21,1.56,30.55,31.45,18.43,67.06,0.31,97.45
2022,8,22,1.97,31.04,31.9,18.74,66.25,3.0,97.27
2022,8,23,5.18,30.37,31.03,18.01,65.88,0.09,97.36
2022,8,24,3.38,29.69,30.65,17.52,67.44,2.44,97.79
2022,8,25,1.23,30.26,31.9,17.27,65.25,0.5,97.73
2022,8,26,2.4,29.93,31.15,17.76,66.88,0.0,97.69
2022,8,27,3.05,30.42,31.59,17.76,65.25,0.02,97.6
2022,8,28,2.4,30.74,31.92,16.91,61.25,0.01,97.65
2022,8,29,1.14,31.05,32.38,16.91,60.31,1.41,98.01
2022,8,30,0.84,30.91,32.26,18.19,65.94,4.45,98.06
2022,8,31,1.6,31.94,33.32,17.94,61.44,0.02,97.79
2022,9,1,1.3,32.42,33.65,18.55,61.12,0.19,97.8
2022,9,2,0.86,32.59,33.49,17.4,56.62,2.41,97.92
2022,9,3,2.65,31.96,33.02,16.91,57.44,0.02,97.66
2022,9,4,3.02,32.26,33.4,16.24,54.5,0.0,97.52
2022,9,5,1.42,31.55,33.58,16.78,58.81,0.01,97.72
2022,9,6,1.17,31.62,33.55,16.05,56.12,0.0,97.88
2022,9,7,1.5,31.75,33.45,15.62,54.5,0.01,98.02
2022,9,8,1.38,31.54,33.33,15.38,54.62,0.0,98.07
2022,9,9,1.12,32.09,33.69,15.93,53.75,0.08,98.0
2022,9,10,1.64,31.65,33.26,18.74,64.69,1.86,97.89
2022,9,11,1.43,31.62,33.12,18.8,64.75,1.01,97.68
2022,9,12,1.93,30.95,31.73,17.58,62.25,1.76,97.53
2022,9,13,3.05,30.73,31.75,17.09,61.88,1.6,97.61
2022,9,14,3.41,29.77,30.76,17.46,65.88,4.81,97.67
2022,9,15,3.38,28.19,29.18,18.31,76.0,2.86,97.5
2022,9,16,2.28,27.86,28.69,17.76,75.44,14.26,97.27
2022,9,17,1.69,29.83,30.91,16.97,66.06,1.02,97.49
2022,9,18,1.48,30.1,31.13,15.75,60.75,1.05,97.81
2022,9,19,1.55,29.85,30.25,15.62,59.81,4.35,97.87
2022,9,20,0.91,29.74,30.91,18.43,70.56,13.32,97.84
2022,9,21,1.41,29.0,29.97,19.04,75.56,13.92,97.84
2022,9,22,2.39,27.73,27.92,20.45,85.81,67.57,97.74
2022,9,23,2.73,26.77,26.82,20.32,89.81,31.64,97.66
2022,9,24,2.83,26.37,26.37,19.96,90.44,44.39,97.53
2022,9,25,2.01,27.3,27.31,18.8,81.62,6.33,97.75
2022,9,26,1.35,26.81,26.95,18.13,81.56,0.26,98.16
2022,9,27,1.3,27.02,26.83,17.27,76.94,0.0,98.02
2022,9,28,1.23,27.31,27.08,17.27,75.56,0.01,97.93
2022,9,29,1.41,26.97,26.65,17.15,76.81,0.0,97.91
2022,9,30,1.3,26.54,26.19,16.85,77.19,0.0,97.98
