-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2004 through 09/30/2004 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2004,7,1,3.48,37.01,38.2,11.66,30.94,0.0,97.1
2004,7,2,2.78,37.56,38.76,11.96,30.5,0.43,96.99
2004,7,3,2.06,37.65,39.36,13.24,32.94,0.53,97.04
2004,7,4,2.77,36.18,38.46,14.83,39.81,1.17,97.18
2004,7,5,3.2,34.58,36.38,16.05,46.38,3.17,97.27
2004,7,6,2.47,35.33,37.7,16.36,45.81,1.97,97.18
2004,7,7,2.78,36.49,37.05,16.97,44.31,3.87,97.01
2004,7,8,3.39,34.83,35.51,16.17,45.88,0.91,97.11
2004,7,9,4.23,35.62,36.63,14.83,40.44,0.06,97.05
2004,7,10,3.9,35.31,36.42,14.1,38.75,0.17,97.03
2004,7,11,3.74,36.04,37.15,13.98,36.81,0.44,97.03
2004,7,12,3.33,37.02,38.21,11.9,30.75,0.1,97.07
2004,7,13,3.15,36.11,37.09,13.0,34.62,1.0,97.13
2004,7,14,3.05,36.25,37.58,13.12,34.88,0.5,97.01
2004,7,15,2.05,37.25,39.65,14.22,36.38,0.48,97.02
2004,7,16,3.38,34.86,37.62,16.91,48.5,1.16,97.26
2004,7,17,2.52,34.65,37.86,16.17,47.81,2.14,97.27
2004,7,18,2.99,36.29,37.81,13.92,38.06,2.03,97.0
2004,7,19,4.85,34.89,36.47,14.71,42.19,1.6,97.03
2004,7,20,3.98,35.34,36.96,12.7,36.62,0.02,96.98
2004,7,21,3.34,36.11,37.62,11.41,31.06,0.08,97.08
2004,7,22,3.22,36.29,37.51,11.29,30.12,0.16,97.27
2004,7,23,1.66,36.65,38.83,10.68,28.88,0.05,97.41
2004,7,24,2.35,36.14,39.06,13.73,37.69,0.2,97.34
2004,7,25,2.83,35.21,38.33,15.5,43.94,1.16,97.31
2004,7,26,3.51,34.5,36.49,16.3,47.81,2.65,97.17
2004,7,27,3.03,35.67,38.04,15.32,43.88,0.74,97.08
