-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2024 through 09/30/2024 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2024,7,1,3.07,33.1,34.43,21.3,66.0,1.72,96.84
2024,7,2,2.92,32.7,33.68,21.12,67.44,18.77,96.74
2024,7,3,2.41,32.36,32.77,20.26,66.44,14.57,96.93
2024,7,4,1.88,28.9,29.52,21.61,83.94,34.04,97.23
2024,7,5,1.24,29.8,30.43,22.09,81.94,32.13,96.97
2024,7,6,1.53,30.99,31.87,22.46,78.19,7.03,96.81
2024,7,7,1.54,31.87,33.41,21.0,70.94,2.64,97.09
2024,7,8,2.14,29.93,30.64,21.79,80.31,7.59,97.46
2024,7,9,2.0,30.48,31.22,21.79,78.06,7.11,97.56
2024,7,10,1.66,31.87,32.23,21.18,71.06,3.71,97.51
2024,7,11,2.55,33.8,34.58,21.67,65.69,1.82,97.09
2024,7,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2024,7,13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2024,7,14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2024,7,15,2.42,31.75,32.76,21.24,71.19,1.59,97.27
2024,7,16,2.59,32.78,33.83,21.61,69.19,0.97,97.32
2024,7,17,2.5,32.3,33.41,22.46,73.0,3.51,97.33
2024,7,18,2.07,32.26,33.4,21.97,71.81,2.13,97.19
2024,7,19,2.63,31.37,32.37,20.81,71.25,0.39,97.12
