-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2009 through 09/30/2009 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2009,7,1,2.42,34.8,36.19,18.07,52.12,2.53,97.1
2009,7,2,1.88,34.94,36.55,16.78,47.69,2.29,97.02
2009,7,3,1.22,34.99,38.04,14.83,43.25,0.12,97.03
2009,7,4,1.56,36.16,38.67,12.39,33.56,0.01,97.04
2009,7,5,2.17,36.54,38.34,10.25,27.94,0.0,97.09
2009,7,6,1.24,37.37,39.77,9.34,24.12,0.0,97.07
2009,7,7,1.46,37.85,40.67,8.67,21.81,0.15,96.99
2009,7,8,3.27,37.41,40.0,13.12,32.19,0.16,97.03
2009,7,9,3.6,37.25,39.9,15.5,38.81,0.67,97.1
2009,7,10,2.06,35.23,37.48,17.52,48.19,1.16,97.23
2009,7,11,1.73,36.58,39.8,16.3,42.25,0.32,97.2
2009,7,12,1.61,35.4,37.87,17.94,48.56,1.85,97.03
2009,7,13,1.59,36.3,39.26,17.15,45.19,1.97,96.89
2009,7,14,1.09,34.37,36.71,17.64,50.94,4.45,97.0
2009,7,15,1.63,33.58,35.27,18.68,56.25,4.35,97.06
2009,7,16,2.36,34.91,36.82,17.76,50.94,0.49,97.12
2009,7,17,3.3,35.73,37.8,17.03,46.31,0.03,96.96
2009,7,18,3.35,35.58,37.75,17.27,47.06,0.52,97.08
2009,7,19,1.7,36.12,39.12,17.52,46.69,0.53,97.08
2009,7,20,2.55,36.48,38.49,17.21,44.5,0.52,97.02
2009,7,21,2.13,35.06,37.79,17.4,48.75,2.41,97.22
2009,7,22,1.16,35.61,38.26,16.48,44.88,1.98,97.16
2009,7,23,3.65,34.39,36.34,16.42,47.94,4.12,97.22
2009,7,24,3.05,33.05,34.73,18.49,58.25,6.07,97.26
2009,7,25,1.33,34.34,37.36,18.01,53.06,0.26,97.17
2009,7,26,1.91,36.4,38.79,17.58,45.69,0.3,96.89
2009,7,27,3.22,34.27,34.3,21.0,60.81,68.93,96.74
2009,7,28,2.79,32.01,32.8,18.86,63.38,14.56,96.83
2009,7,29,2.59,32.69,33.65,19.47,61.81,0.63,97.12
2009,7,30,2.34,33.01,33.89,18.74,58.69,0.53,97.32
2009,7,31,2.4,33.53,34.72,18.07,55.31,0.15,97.21
2009,8,1,2.51,33.69,34.87,18.07,54.62,0.0,97.24
2009,8,2,2.38,34.19,35.18,18.07,53.31,1.1,97.25
2009,8,3,3.0,35.28,36.37,17.58,49.25,0.07,97.16
2009,8,4,2.8,34.87,36.11,17.7,50.06,0.0,97.11
2009,8,5,2.9,34.49,35.69,17.33,49.81,0.0,97.04
2009,8,6,3.16,35.33,36.51,17.58,48.69,0.41,96.99
2009,8,7,1.97,35.5,36.56,17.33,48.62,2.41,97.06
