-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2003 through 09/30/2003 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2003,7,1,1.27,35.32,37.3,16.48,46.44,0.1,97.11
2003,7,2,1.01,35.51,37.63,16.78,46.31,0.01,97.46
2003,7,3,1.68,34.96,37.37,17.46,49.94,0.02,97.43
2003,7,4,2.1,34.23,35.14,18.43,54.56,20.54,97.17
2003,7,5,3.3,29.89,30.15,20.81,77.19,40.91,97.49
2003,7,6,1.88,29.99,30.62,20.87,77.44,26.99,97.6
2003,7,7,1.73,30.56,31.05,20.14,72.5,10.13,97.4
2003,7,8,0.95,30.33,30.82,20.02,72.62,2.97,97.2
2003,7,9,1.34,30.43,30.55,20.75,74.5,29.34,97.17
2003,7,10,1.99,27.46,27.46,21.73,91.44,122.02,97.2
2003,7,11,3.66,27.05,27.11,21.0,90.56,17.96,96.91
2003,7,12,1.9,27.82,28.39,20.02,83.0,3.21,97.0
2003,7,13,1.62,28.58,29.01,21.0,83.56,1.8,97.2
2003,7,14,1.7,29.29,29.83,21.85,83.62,0.32,97.24
2003,7,15,2.84,29.45,29.83,21.85,83.06,0.61,97.42
2003,7,16,2.81,28.67,28.67,21.42,84.81,6.49,97.59
2003,7,17,2.6,28.94,29.16,21.61,84.5,24.65,97.67
2003,7,18,1.71,29.5,29.61,22.34,84.62,29.71,97.73
2003,7,19,1.56,29.6,29.66,22.22,83.12,2.93,97.36
2003,7,20,1.16,30.08,30.22,22.03,80.5,42.43,97.29
2003,7,21,0.75,29.3,29.03,22.34,84.94,32.54,97.42
2003,7,22,1.02,28.6,28.51,21.06,83.69,9.37,97.37
2003,7,23,1.1,28.17,28.17,21.24,86.12,6.91,97.22
2003,7,24,1.24,29.62,29.85,21.55,80.62,0.89,97.05
2003,7,25,0.77,30.48,30.48,22.03,78.38,0.46,97.01
2003,7,26,1.14,29.98,30.24,22.52,82.62,1.41,97.21
2003,7,27,2.26,29.62,29.48,22.4,84.12,14.13,97.36
2003,7,28,4.24,28.75,28.64,22.09,86.88,0.67,97.48
2003,7,29,2.01,28.55,28.73,21.42,85.38,8.08,97.54
2003,7,30,4.04,27.86,27.69,20.94,86.56,11.57,97.29
2003,7,31,3.01,28.56,28.58,20.69,82.31,2.86,97.3
2003,8,1,1.0,28.43,28.75,19.78,79.94,7.08,97.51
2003,8,2,0.73,29.16,29.51,20.57,79.38,4.42,97.48
2003,8,3,0.99,27.39,27.44,21.18,90.06,12.43,97.53
2003,8,4,1.81,28.69,28.91,21.24,84.38,2.56,97.58
2003,8,5,0.55,29.7,29.79,20.75,77.88,4.0,97.58
2003,8,6,0.79,29.75,29.92,21.73,81.06,4.76,97.48
2003,8,7,0.65,29.8,29.19,21.48,79.88,1.21,97.44
2003,8,8,0.69,30.94,30.4,21.06,73.12,0.83,97.4
2003,8,9,0.84,30.98,30.6,22.03,76.69,10.26,97.26
2003,8,10,1.77,27.84,27.42,21.24,87.69,8.9,97.37
2003,8,11,1.86,28.85,28.6,20.57,80.94,12.5,97.54
2003,8,12,1.99,29.16,28.88,20.57,79.38,1.9,97.56
2003,8,13,1.74,29.67,29.19,20.32,76.25,12.93,97.45
2003,8,14,1.08,29.01,28.9,20.39,79.62,18.43,97.44
2003,8,15,1.58,27.42,27.48,20.39,86.75,6.0,97.5
2003,8,16,0.99,28.71,28.78,21.36,84.5,12.67,97.59
2003,8,17,1.2,29.55,29.48,21.42,80.88,1.95,97.52
2003,8,18,2.29,29.46,29.18,20.32,77.56,1.0,97.38
2003,8,19,1.8,28.44,28.42,19.71,79.38,0.38,97.22
2003,8,20,1.09,28.71,28.87,20.08,79.81,0.04,97.2
2003,8,21,0.82,29.52,29.69,20.39,77.38,0.39,97.4
2003,8,22,0.87,30.11,29.96,20.75,75.81,0.01,97.58
2003,8,23,1.51,28.8,28.66,21.42,84.25,0.42,97.68
2003,8,24,3.65,28.4,28.51,21.42,86.31,0.64,97.48
2003,8,25,2.37,28.4,28.69,21.06,84.81,0.75,97.36
2003,8,26,1.99,28.57,28.83,21.48,85.75,0.93,97.34
2003,8,27,1.83,28.93,29.09,21.55,84.38,4.54,97.45
2003,8,28,1.12,28.84,29.13,20.39,80.69,2.94,97.57
2003,8,29,0.98,28.42,28.61,20.39,82.25,4.59,97.65
2003,8,30,1.07,29.73,29.68,21.06,79.0,8.46,97.59
2003,8,31,1.23,29.63,29.66,21.12,79.5,2.32,97.47
