-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 07/01/2011 through 09/30/2011 
Location: Latitude  28.42   Longitude 77.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PS
2011,7,1,2.91,33.72,34.62,17.64,53.62,1.11,97.1
2011,7,2,2.27,34.16,35.56,16.72,50.56,2.82,97.1
2011,7,3,2.41,34.89,36.65,15.81,46.88,0.78,97.17
2011,7,4,2.46,35.33,37.01,16.17,46.25,0.01,97.4
2011,7,5,2.49,34.42,36.51,16.6,49.5,1.24,97.5
2011,7,6,2.7,32.49,34.53,18.62,60.62,0.46,97.52
2011,7,7,3.14,29.75,30.5,19.35,72.06,12.65,97.52
2011,7,8,2.73,30.99,32.66,18.68,66.12,3.34,97.61
2011,7,9,1.3,30.72,32.33,18.8,67.19,1.93,97.41
2011,7,10,1.75,31.07,32.9,19.17,67.44,3.54,97.28
2011,7,11,2.14,31.97,34.07,18.86,63.88,0.5,97.2
2011,7,12,2.23,34.04,36.4,17.88,54.94,0.14,97.08
2011,7,13,2.02,32.58,34.38,19.1,61.38,0.05,97.16
2011,7,14,1.98,31.92,33.44,19.71,65.5,0.6,97.1
2011,7,15,2.41,30.56,31.39,20.69,73.69,11.38,97.14
2011,7,16,2.1,30.23,31.58,19.41,71.56,8.88,97.17
2011,7,17,2.34,30.2,32.13,18.13,67.62,3.68,97.12
2011,7,18,2.13,29.68,31.23,18.86,71.5,2.14,97.08
2011,7,19,1.21,32.23,34.05,18.98,63.06,0.43,96.86
2011,7,20,1.46,34.09,35.8,17.52,52.81,3.04,96.75
2011,7,21,1.61,32.96,34.19,17.58,56.19,1.74,96.94
2011,7,22,1.55,32.73,34.79,17.82,57.0,0.47,97.04
2011,7,23,2.51,30.74,31.89,18.74,66.19,2.84,97.18
2011,7,24,3.77,30.71,32.56,18.49,66.88,0.24,97.4
2011,7,25,3.41,31.08,32.53,18.8,66.31,0.0,97.69
2011,7,26,1.51,30.4,30.83,20.2,72.75,29.51,97.78
2011,7,27,1.56,31.09,31.67,20.2,70.44,8.45,97.5
2011,7,28,1.75,31.07,31.71,20.94,72.88,3.28,97.29
